Emotion,Text
neutral,@sgBEAT:kwanghock @Valkyrieslife @kahhongtay @jeremy89632 it is the Hao Da Za Ji Pa?? I miss the food there so much??
neutral,eating my roommate's cereal. sorry bro
neutral,@solangeknowles girl you know beauty has a price
neutral,"@ginamc she's been watching the cartoon clone wars, and she's totally into the force.  Shannon won't let her see the live ones yet tho"
neutral,@Em_Fizz he's really not into new people  I dunno em but he said he'd try
neutral,"@janelleyo Wish we could deliver alcohol, but state law prohibits us."
neutral,"AK, flop comes 2K6 I bet 15 get raised to 25 I call, turn is A, we check, river rag, then I check and he bets 15, I raise 15 he calls, 22"
neutral,Rainy day is rainy.
neutral,@deathwishinc of course its not coming to boise
neutral,@divarina21 did she tell you why she hasnt? i miss my boge.
neutral,"@DevonStebnicki wow, that sounds way more stressful than my job  thought about continuing edu and making a move?"
neutral,@DoTPeRioD that sucks
neutral,little miss ugly
neutral,@jzwack took my forum access away   fail.
neutral,@JoeysMissMac Blah! Got a shot at the hospital   Taking gravol and moving very slow.
neutral,@stefathena maybe i'll go one day and thanks i'm all swined out
neutral,planning how to move back home...the regression process is in motion
neutral,@so_precious06 sooo mad
neutral,So full from a great lunch and now stuck in traffic
neutral,@apollo18 Dang! Dogs are only for central and northern CA
neutral,@OMS_AOP It has moved away from my house and must have found its way to yours
neutral,@mileycyrus voting is over. since like four days ago i think  i told all my friends 2 vote for you a million times. you will win! love you
neutral,@nmarshall23
neutral,@SKYISLANDS that's just it... I don't have anything other than work
neutral,"@bhamboxset I saw them at a show a few weeks ago.  Hate to say I was not all that impressed    fun. and AS were good, though."
neutral,My new camera... http://tinyurl.com/l8pde3 ... RIP my hot pink Polaroid i733
neutral,@meg_la_mania i have no mask to  whoooops
neutral,"Started the week with a wedding, now ending the week with a funeral"
neutral,@Bizfizz Does it start tomorrow?  I was going to book Sam on that and forgot
neutral,@sianhughes_ i kinda hope she died in the fire cause i didnt like her but there was no sign of a body
neutral,sneezing frequently
neutral,ninja sushi for lunch but dominicks was out of sour gummy worms
neutral,bored  and sleepy and listening to music :p doing project :S
neutral,@arsc mega burguer was my lunch yesterday
neutral,Dj Hero coming soon who's getting it? Seems like ima have to retire my Guitar Hero
neutral,At minibar... listening to politics  maybe some tech starups soon?
neutral,URL in previous post (to timer job) should be http://bit.ly/a4Fdb. I'd removed space which messed up URL.  ^ES
neutral,@3Alexx It is AMAZING!!!  Its gonna get scratched sooo much though  Lol. I have 4 movies and 30 TV Shows on it already!!
neutral,So tired &amp
neutral,working on homework!!!
neutral,"Going back to my house to pick up some dvds for bapang and pick dito's up but forgot to pick up other dvds for dito, so I have to go back"
neutral,"@shakamaiden DAMN dude... dia 06, 20 e 27 eu tenho curso na DRC  flash expert..."
neutral,@cowmage  read something happy?
neutral,alicias tonight? idkkkk. ughhh
neutral,In Drivers Ed  then dance.
neutral,@KourtneyKardash lucky bitch! haha we have COLDDD rain up here in MA  i would give anything for hot rain right now!
neutral,"Waaah, asshat at CVS yesterday shortchanged me  I paid 10$ for chips."
neutral,last time washing my hair
neutral,@FTSKirstin its taking forever to upload
neutral,I have MAJOR CRAMPLES!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
neutral,"@Jamjar84 i got 2 much 2 do 2nite 2b bored. In bath still hav wash, dry, straight hair, get clothes ready etc"
neutral,boo gf can't go now  I passed my guard training lol
neutral,Had lunch at a Japanese sushi restaurant &amp
neutral,@tapulous You always catch me away from my computer.  ?
neutral,Ug. Full of cold and in a dark pub. Want to go outside
neutral,@BossTutie I said hi to u
neutral,@bobbyshirley Anything is accepted except Christianity. Google the discussion thread &quot
neutral,@arischenck Headed back to Baltimore tonight
neutral,I need to burp ....  Im so nauseas....
neutral,"@tandmark well at least they have good taste in art,cabinet appts.not so much"
neutral,@willisface you know you want to come keep me company whilst mum's at her friends for the night  it's such a nice evening!
neutral,@vcha you should say mlia instead of fml  i hope you find it soon
neutral,@EmmDeeCee no he wasn't there today
neutral,@lilyroseallen no one ever wear a tshirt with me on it  you're very lucky
neutral,"Ha, @joestump i'm giving spymaster a chance - just curious! will miss u"
neutral,Hmmm...strained my back  Hope it's better tomorrow morning..
neutral,work 4 - close
neutral,Busy friday. I got lots to do and a game tonight. 8:15 at McNair! Last AP Lit and Gym today
neutral,No Yonkers news posts until June 2 because the newspaper furloughed me
neutral,"@dietsch Union Square? Somerville? You're better off with the 87. That probably helps you zero at this point, though."
neutral,My teratoma has a cavity and is experiencing male-pattern baldness
neutral,Spilled chocolate milk in my car
neutral,@PBsAlienGirl  Happy Belated birthday hun!! My net broke  This is the first chance i've had to get online! Luff Yooooooo xxxxxxxx
neutral,I dont know what to have for lunch today and its so darn cold today
neutral,"@brianjking If the drive is automatically ejecting supported discs (ie CD-R), and you can't boot from a disc, it's time for AppleCare"
neutral,"I assume nobody uses PortableApps anymore except for myself. In that case, forget what I said earlier"
neutral,Red Rock for lunch with Colin. @JKearl and @euphor couldn't come.  IPA Junior freshly made! Yum yum yum.
neutral,@BonesNeko_UK That sucks! I had my exams be4 half term so It's all good. Although they were major subjects now I have languages and stuff
neutral,"two rooms packed and cleaned, three to go"
neutral,my tree tipped over in the lawn
neutral,@AbelPetSupply LOL! No trialing...for the most part Florida trials come to a screeching halt over the summer.  Have fun this weekend!
neutral,@nikkie20six well I learnt to use a machine yesterday! not too confident yet though so... hand sewin for me!!  xxx
neutral,still waiting
neutral,"in computer class, photo booth doesn't  work"
neutral,When am i getting a yearbook?  today was strange
neutral,@SuprnaturlShana he not getting off early?
neutral,@twinnadryl   .ï¿½ï¿½?????ï¿½ï¿½.  i bet. man i wish i coulda went some whr. i didn't even go out here. i was home all weekend.  nyt life sux here
neutral,"Just sneezed three times in quick succession. But three is not four, so no record."
neutral,continuo tentando trocar o background do twitter...over capacity!
neutral,I want some cheese fries from fontanas.
neutral,Done at the spa   now meeting vic for some late lunch!
neutral,@brendaelizabeth yeah... I suppose
neutral,is all alone for the evening!
neutral,How does this Follow Friday thing work?  I don't have any real followers
neutral,@Ellebella618 OMG.  I'm so sorry! Anything I can do to help?
neutral,has no people skills.
neutral,"@michaelwryan Can't, did I forget to say that?  hahaha   I wouldn't be able to get home."
neutral,@HereLiesVanessa understandable. yah i leave on monday! I'll be gone when you're in chi
neutral,@MSTALENT I know right...
neutral,What up ab circle! Anddd It's still in the box  f work
neutral,@Mileycyrus I tried 2 vote 4 u the other day but I couldn't figure out how 2 do it  help? Lol
neutral,I put a real pic of myself up. I'm going to miss the avatar.
neutral,@cfuess is making me hungry.  i had a bowl of cereal
neutral,Ready to go home  2 more hrs of wrk
neutral,"@markhoppus Think about adding Apple Shampoo.  100% My fav blink tune, and in the 3 times I've seen you guys, never heard it live."
neutral,@GenuineAmy I wanna watch that movie again. Maybe that dvd will work in my laptop since Dawson's Creek doesn't
neutral,@wren  I know.  Sorry.
neutral,"Patay na pala si Pat Morita, the sensei on Karate Kid. &quot;Wax on, wax off.&quot;  http://plurk.com/p/x2gey"
neutral,@klee123 It wasn't loading.
neutral,"@cloudconnected  won't be out until august, but MAYBE someone really fast will xlate it &lt;3"
neutral,"@mileycyrus Miley, I tried voting for you, and it wont let me vote for some reason  Ill try back a little later! &lt;3"
neutral,@laccboner man I can cut my hair now. I mean not with cory.  procuts here I come.
neutral,eating lunch cant wait till 6 off work but gotta work tomorrow
neutral,@cascandar We are working
neutral,Boognish wishes Clemmie would be nice to me  http://apps.facebook.com/catbook/profile/view/6831309
neutral,oooh gosh Google Wave is looking pretty sexy. Lunch time's over though  Back to Powerpoint (significantly less sexy)
neutral,showed my fluids decreasing slightly. So doesn't look like she's letting me out of this bed anytime soon  I have a follow up U/S next week
neutral,"hmm, anyone else have their iPhone's earphones' grey rubber disintegrating?"
neutral,@sugarsharrk Hey I was scared last night at 3:17 because of you... and I had several bad nightmares
neutral,@Puddynface2 I just heard from Brendan (DJ) that there isn't a party on the boat this weekend
neutral,@TuesdayKnight oh no....u don't have to hit him up. He had a family emergency so there was a lil delay. Just can't wait to see them
neutral,He's off!
neutral,@Jonasbrothers  Hi jonas brothers  you came to argentina la otra vez
neutral,p.s. @AinsleyKerr thought you were gonna follow me back on twit-har ?
neutral,@NewJourney09 Hey! How u feeling? I know Charla hit me to see there were any places she can go..too young  Did she have fun?
neutral,"Is on her way to nottingham! ICOF tonight, then no more gigs umtil download. Fail"
neutral,"http://twitpic.com/675t7 - Square B - she is sad because she wasn't there and now she's, well, square  (crocheted bee with poly fibe ..."
neutral,@cloudconnected Actually I think the NA release date was confirmed for September so it's a bit more of a wait.
neutral,"http://twitpic.com/675u6 - Square B - she is sad because she wasn't there and now she's, well, square  (crocheted bee with poly fibe ..."
neutral,Sitting at the doctor's office.
neutral,Have to run! I'll be on later and hopefully can catch everyone I missed today. Working on web is a bear and so I miss a lot.
neutral,@Duncks   so not close enough that I could run out and get one
neutral,Listening to Busted - 3AM. I miss them
neutral,19 years for Phil Spector  http://bit.ly/199ZWD
neutral,I'm saying my goodbye to my car for the next 2 weeks  I'm gonna miss it!!  Its going to come back beautiful though!!
neutral,Can I bring yself to go for the 1000 Heroism badges achievement?
neutral,Just passed the exit to Baltimore.
neutral,@shinobistalin lord tariq hasnt been relevent since 98
neutral,@msfeistus I AM A CHILD OF THE DIGITAL AGE I USE TWITTER TO ASK SUCH QUESTIONS do not bring logic into this
neutral,Wanna go out
neutral,just broke a vase that i didn't even get a chance to use
neutral,@JammyRabbins i wish you were playing at MY prom
neutral,@brandystrippers Oh No! Oprah jumped in front again
neutral,@Mollotova i was going to cal you  i'm not going to be able to cuz i close tonight and open tomorrow i'm real sorry But i'll have present
neutral,@OGBERRY cold &amp
neutral,on my way to work! I am gonna miss general hospital
neutral,I'm so hunrgy right now and these heels kill me I can hardly walk in them
neutral,"just paid $221/mo for a dedicated server @GoDaddy. Would rather get a slice @slicehost, but I using MS SQL"
neutral,@ahockley: get into terminal and kill -9 it.  which is really what force quit should do
neutral,@Danyelle_Elaine lol y i see ya twitts all tha time n i didnt get this one till right now lol and u never get mines  damn twitta
neutral,Workin.
neutral,Shower head broke while i was in the shower and shot straight @ my head.may get a welt later on from it
neutral,@ambbboo Playing with lighters fire matches and grass
neutral,@temple3000 starbuck
neutral,is working 4 to close
neutral,@laccboner mom said no.
neutral,Trying to find someone to go to the mall with.
neutral,Running in the rain
neutral,@Tamsin1234 and I didn't get your myspak comment  big sad
neutral,charbotgreen has been suspended  &quot
neutral,Boreedd
neutral,Sneezing hurts my back.
neutral,"@lisafocat I know, they're shit. I am trying to sort out my portfolio and I don't know what to put in it!"
neutral,Flat tire city
neutral,@RespectMileyC can you follow me please?
neutral,work work work!
neutral,Itchy boobs!
neutral,"fingers crossed that my neighbor can sign for my UPS package today, otherwise it may be bye-bye pretty skirts"
neutral,- doesn`t have a phone.
neutral,can sum1 tells me how 2 vote 4 miley? it seems sum peeple r still voting i went 2 mtv.com nd it seems i cant vote
neutral,@Mandaril blocked on this end  I'll have to try and remember it for later
neutral,PArts of me are starting to feel the effects of over tanning
neutral,"@properhardcore Sorry, not getting the reference/meme"
neutral,@marci723 OHH  yeah i sometimes forget  your in the other but cheek ok america
neutral,So much for Skype for BlackBerry in May
neutral,@iamdiddy Well....not the Spurs!!!
neutral,Off to work
neutral,@aldenpolicar good day sir. I'm hungry!
neutral,Home from school. Out tonight? Probably not
neutral,wtf?! my tweets aren't posting   super excited about the weekend! &lt
neutral,@War_Man im fully obsessed with their burritos enchilado style. My mom doesnt wanna go with me tho
neutral,"@Bunny90san ooo... No I believe they've all closed down, even the ones at the airport"
neutral,@jessicaringle i have to work tonight.  *M*
neutral,"Trying to open a .docx file on my virtual system while I'm under the dryer. But it only has Office 2007,"
neutral,@chacesmithphoto will do! I may just have to keep it on my shelf with the rest of my old cameras
neutral,Anybody want to bring me lunch?
neutral,@ankita_gaba Our bids gone to waste? @Shadez won't even give us a look  #twpp
neutral,@aeversman  CALL ME
neutral,DAMN IT!! _____________
neutral,Im so tired. And its so gloomy  what happeened ro summer?
neutral,Tired beyond reason. I would rather be just about anything else other then tired
neutral,"Note to self: don't wear steel toes to the court house, I'm just sayin"
neutral,Justin's blanket shed black lint all over my white skirt.
neutral,@featherblossoms I can't stream videos on my phone
neutral,Heading home
neutral,"is in Milton Keynes , leaving tomorrow"
neutral,@dealseekingmom No problems here
neutral,@saromadian srry can't go paintballing tonight  and there are no good movies out
neutral,This is what I have to give a 7 day old baby  poor thing  http://yfrog.com/6pwwlj
neutral,"@MichaelTao  i got one too, but it was on a usb key without the fancy packaging"
neutral,@arisinterlude damn how you not gonna follow me son?
neutral,@MindTweets I agree. Waiting for a video to buffer then finding it's just someone reading out loud (which I could do faster in my head) =
neutral,@andyman264 not me.
neutral,I REALLY think there is play-doh in my tastykake brownie
neutral,God will 4pm please some sooner.
neutral,I need to memorize julius caesar lines
neutral,"Grilled again for dinner last night for the senior's final kairos dinner  Had steak, spicy mango sausages, hot wings, grilled vegi, corn!"
neutral,@shanenassiri I just wish they would come down on their prices. I got a great deal on my mac but it took about 3 weeks of research
neutral,"Pizza parties went well, but still invisible  I might as well be out with a bag over my head. Whatever!"
neutral,going to work
neutral,@lizard_lipz I don't know  I haven't heard from Lorraine recently.
neutral,@djknucklehead I want one  wanna give me one? 
neutral,@trpilot my baby shut me down
neutral,"Oops - correction, it's @nowheremonastry.  Can't seem to spell worth a darn today..."
neutral,But I do tweet about you
neutral,"@ClarissaG Yeah, but you've got admire someone who takes job satisfaction to the Nth degree"
neutral,its raining hard :|
neutral,Does anyone know how to call an international cell phone in france? Because i sure dont
neutral,I wanna Karaoke!  Instead...I get to go to work  Lameness
neutral,@DuchessAmy
neutral,at work
neutral,cleaning time
neutral,I wanna go to the extra show really bad
neutral,@tommcfly tom do u have plans to germany?  answer this for ur germany fas
neutral,is still working  #fb
neutral,schade  #tv_addict
neutral,#3wordsaftersex goodbye innocence!!!
neutral,@tokiohotelusa did they have a video acceptance speech or anything? I can't watch the stream
neutral,"fine, ill get myself some miso soup down the street"
neutral,@shradhac uh oh
neutral,"@GlamourFrog I so need a tweet editor. Yes, I meant it"
neutral,Heather Anne Parry is only upto florence nightingale in history  this could take a while. http://tinyurl.com/kwgrh4
neutral,"@dai_bach I'd suggest #pta for such alerts, but PTA generally stands for Parent Teacher Association in the US &amp; might confuse tweeps"
neutral,"Home, getting ready to back to work on Monday.  Maternity leaves is up"
neutral,@die_lavish i told diamond to follow you. and why u aitn share the starburst
neutral,@EmmieLemmy no.  and she was suggesting it for loan deferment
neutral,"after 4 years of trying, my cat today figured out how to open the under-the-sink cupboard.  time for a target run to buy safety locks"
neutral,Hm... TweetDeck has lost all old replies.
neutral,Hulu Desktop: http://www.hulu.com/labs/hulu-desktop  No Linux version  but atleast they have a Mac version
neutral,I just realized that I can't forward text msgs with my iPhone.
neutral,Whoishonorsociety &lt
neutral,@MiizLushious cop me some
neutral,"@joeymcintyre Just wondering if you are going to put &quot;One Too Many&quot; on itunes.  I hope you do, it is the only cd of yours I don't have."
neutral,"@LunaandLarrys - Love your desserts. Used to live in OR but now live in TX, so can't visit you."
neutral,is  a very tired tweeter
neutral,@RealAudreyKitch   awh why you there?
neutral,Just saw a dark burgundy Scion xB. That dark shade makes it look like a minivan because the shawdows of the lines and curves are lost.
neutral,There is one million people @ the DMV today.....
neutral,warmed up nicely outside.  sucks being stuck inside coding
neutral,way to not wait for me at my locker nd then just pass me in the hall nd not say anything
neutral,He's off...again  i wish he would make up his frickin mind...
neutral,Hum -1 for Bill Bailey
neutral,Is it really almost time to go back to Chico? Im excited but at the same time going to miss home
neutral,long day and i still have to mow the lawn
neutral,@art_n_booklife I heard about that too... that seems an overreaction...
neutral,"@brutalhoney I think #FF should be Feline Friday anyways, I want cat pictures. Maybe those are only for Caturday though"
neutral,thinks she needs more followers. its still so warm  going cinema later t c night at the museum2
neutral,Been i while since i've been on.... bogged under with exams!  Eugh. At least theres only 2 left!! Britains Got Talent!!
neutral,going to work nightshift....
neutral,"has just brought john tucker must die again, because her first copy is too recked to watch"
neutral,@mileycyrus voting has closed
neutral,I dont know how in the world this thing works
neutral,@Ifightboys
neutral,tiika3 PHONE iiS FUCKiiNG UP AND THE SHiiT AiiNT COOL!!
neutral,@FrugalGaming I cant get the chat thing to work
neutral,It's freakin' hot and humid today.
neutral,Ugh just got out of work i think i'm a dang taxi for ppl but i just can't say no!!!!  o well its my fault
neutral,"Lunch, club meeting, effin bored"
neutral,Its that time again
neutral,@yeshenia
neutral,had to turn down the near perfect mini break
neutral,@eightyfivemusic me too! i wish it would just say who has unfollowed
neutral,"My gut says to replace $$$ appliances instead of repair, but I want to be smart with $. When I try repair, replace was the right choice."
neutral,@CandiCunningham oh dear.. u serious? so how does one prevent bites??  I'm so itchy its distracting while editing.. *sigh*
neutral,my hair won't turn whiiite
neutral,@marginatasnaily @Brandystrippers New Look were sold out and thres a nice one in george and in topshop-also sold out!!  xx
neutral,Track &amp
neutral,@thescript oiiiiiii when are you back in london? what happened to our reunion?
neutral,I feel lazy watching other people work on my roof!  Kat Woman OUT
neutral,I will move anywhere as long as it has a freaking dishwasher! I despise doing dishes
neutral,Big booming thunder storm almost here.  Maybe we can all go home early???  Ah... probably not.
neutral,Grass mowed. I can haz playtime now? No? @Nutzy2468 says we have errands to run
neutral,trying to work...
neutral,"im backkkk!!!!!!!! hungry as hell, havent ate today"
neutral,@RetroRewind ive totally 4got the donation link  gonna double my donation this week 
neutral,"Oh yeah, MY LAPTOP IS FIXED. Shame my internet is still shit and slow."
neutral,@K8lyn333 twitter tends to do that to us
neutral,@donnanorgren: and my kid is only 3 and is stronger then me
neutral,@rosaliiinda practicing piano..ima wash my whip later..its all muggt out
neutral,On my deck... Perfect weather today! Not feeling good tho...
neutral,@AMcCallon  stop itt!
neutral,Sugar Free Should Have Gone Through In stead On 2 Grand  They Were So Good and 2 Grand Is A Bit Too Cheesy
neutral,Cats: unimpressed by thunderstorm. Dog: wishes @dataangel would come home
neutral,I wish I could twitter from the BOOK EXPO but the reception at the Javitz is horrible....
neutral,"has broken his wordpress MU powered blog, site OK, admin screwed"
neutral,@lorenatierra I'll be back home on Monday.
neutral,"@TehCheapOne Ok, im not really that far yet  On the 2nd part of 4. Wish she did them earlier though, like mid day so I could be involved"
neutral,@rj hahha I don't do drugs though
neutral,"@Agent_M ah. knowing microsoft, they could probby do it, but would want to charge way too much extra for it"
neutral,#thingsmummysaid...rollercoasters are only multi-storey car parks without walls.
neutral,"@andibeth82 ok sweet! and whenever u want, I am stuck in bed all weekend"
neutral,@Moderorated: Where are you?
neutral,"@STHLMBEAT yeah, I just realise the organiser dun let performing artist/djs drink on stage  tight malaysian laws n rules here"
neutral,@galaxydazzle OHHHH THAT REMINDS ME. I know it's not one of yours.... can you send me some of my toothpaste?
neutral,My roommate has officially started packing
neutral,"@sizzlemaker Happy Friday! Do u know how I can get a copy of the BT art u did on Mel's fake Twitter? I'm n it, but can't find it now.  THX"
neutral,"@dansumption totally forgot about the dgree show et al. Now ensconced in home, wine and ready for bed"
neutral,i am talkin on da phone and typin at da same time
neutral,@rolyseal oh  il probs do wt i do every yaer watch the first one then watch the last couple of weeks lol
neutral,@angie_z i cant even think about anything that smells like alochol  lol
neutral,"@paulmorrisTIM Cheapest copy of Purusha's Divine Androgyne on Amazon, $140."
neutral,@mileycyrus I can't vote for you    they have stopped the voting
neutral,Off to get Bailey's tongue clipped
neutral,"@yukihoang  it is. its probly 16 a head, GAY HUH? reg tix @ the block was 11.50, bella terra 10.75... i encourage bootlegs"
neutral,walking in 3 inch heels that ended up being a half size to big on a leg that's still has pulled muscles.not a good look.my ass hurts 2day
neutral,@tommcfly Tom are the MITO tour dvd's still being made cos no where seem to be stealing them and i really want a copy
neutral,working weekend it looks like
neutral,Salad from krogers...  I was hungry.
neutral,the heat makes it hard to revise
neutral,@GeneralTekno Just read it too.  I meant the toys though.
neutral,@graffitibreezyy you did not write back to me
neutral,"@notdiyheather I LOVE fresh garden veggies...especially tomatoes!  We are in a tiny apartment, with a non-sunny patio!"
neutral,She had a boyfriend
neutral,@neilhimself you didn't give out #followfriday advice like i told you?
neutral,By newark
neutral,@justinmcintosh Ugh
neutral,@iamdiddy yeah except the spurs aren't in the champs like they usually are.
neutral,went up to the 9th floor of our building for BC Hydro's 2010 open house thingamabobber. I love their office  its cozier than our 2nd floor
neutral,"@Emmaroo youre not going, are you   ?"
neutral,@Bre_0 so all done with wow blogging eh?  *huggles*
neutral,i got yelled at 4 helping the cats by my neighbor
neutral,Leaving Cali!  I wanna stay longer! T.T
neutral,@AJDADDY ima cry tht was mean
neutral,@LiverpoolMich funny you should mention that. I have a full unopened jar of nesscafï¿½ on my cupboard. But no milk
neutral,Packing up my desk
neutral,@piratesswoop I don't have the link anymore.
neutral,"@Lionel_richie I also saw u on American Idol great performance, I see u will be at Windsor in June 20 Commodores won't be there"
neutral,Sat alone whilst jay plays on his phone
neutral,@celestialteapot oh dear.
neutral,"Ach I'm back on t'internet, and @lucypaw has to go drive her mate somewhere so is w'out internet"
neutral,Stuck in traffic on the 91 on the way to costa mesa
neutral,misses the seniors
neutral,will be MIA until june 13.. finals
neutral,"Mary, Are you not receiving my texts????"
neutral,"@spencerpratt How can i vote, it wont let me, says they closed the votes in her category  i wanna vote"
neutral,"@djkaton I feel your pain man, people say it's really good but I don't have the money to waste on a PS3"
neutral,@tweetvisor what happened to my real-time feed? Now friend feed is just like the Twitter website
neutral,@myfabolouslife y u gotta say all that
neutral,@mileycyrus I can't vote for you  they have stopped the voting
neutral,@therealsavannah  why?
neutral,"Entering twitter 'lurk' mode, time to lock the keyboard, just poured me a whiskey"
neutral,&quot
neutral,@InsideGaming No flame wars on this weeks episode?
neutral,@SuzzyqOtstyle me too chick
neutral,@Lampplease ew agreed
neutral,Re-pinging @NUNU_B: Is it pathetic that my mom is my best friend  hell know I talk to my mom bout everything everythinggg
neutral,@cloudconnected I talk to Ty all the time on XBL. I'm sure I could manage.
neutral,disappointed she didn't win teh glassez.
neutral,@GDGOfficial  what about England??
neutral,@drewryanscott and i want to let you know im here for vfc no matter what happens and yes i need a hug to bad i live in delaware
neutral,"Just found out my contact form was being dubbed Spam and wasn't forwarding properly. When checked, I had no legit contacts anyway. Double"
neutral,@jcbenge Should have caught you   Damn
neutral,about to go to work at 3
neutral,I really need to update this more.
neutral,moving away
neutral,"@thepinkc Yeah, tried it. No go."
neutral,"@mileycyrus I'M A JUMP OFF A BRIDGE... NOT REALLY, BUT I WANT TO VOTE  TELL THEM TO FIX IT, JUST 2 MORE DAYS YOU NEED TO WIN"
neutral,"Hello dark hair! Well, my plans for today just got cancelled  make some better ones?!"
neutral,has a sore throat
neutral,pulling articles
neutral,Headed back to Pulaski
neutral,"@FaeriedTreasure  i used to live by the ocean, i shoulda gone to the beach more often"
neutral,@Marieblue17 Yep.
neutral,"@Lieneve ain't got any at the moment, sorry"
neutral,"@iamfrances nope  i wasn't home went it was on but i will soon,"
neutral,Doctor then work. Hope you bitches have fun at the conditions show without me
neutral,@ELEWW Dood - they've locked down your Vimeo WH video.
neutral,perky purple nail polish isn't as perky when its chipped
neutral,"@partyends talks about @Zlam_Dunk http://partyends.com/blog/?p=1654 , their CD release is tonight at Stubb's! Wish I could go support!!"
neutral,@AppleInvestor I know! I need a new iPhone stat-- I dropped mine on the cement 2 weeks ago and a couple rows of pixels went out
neutral,Up a little.. Good luck to tam and robert who each have 25% of me. Cant text at the table
neutral,@goliix story of my life
neutral,I lied have yet to see good looking men
neutral,"Bah, here I was out in the sun in my new hammock, drinking beer, playing the guitar and singing, and the mosquito chased me inside"
neutral,TGIF!! But I have so much work to do this weekend
neutral,"@ronskea Gleneagles then champagne receptions....can't beat it! I'm in alone, my tea was rubbish and Ive been doing housework"
neutral,Now I have no SKy until Monday
neutral,Time ticking by sooo sloooooooooowlyyyyyyyyyyyyy
neutral,@sampan22 Haha...ooh it was gorgeous wasn't it!! And a whole weekend more to follow!! Ouch...i had blisters from my shoes yesterday
neutral,"over LT training today, ehhh hard to tall how hard it was. But now I feels good. Sunday race day again... Its raining now so lost of mud"
neutral,Going to get my blood taken
neutral,Now I have no Sky until Monday
neutral,@darrkwillow sayid could be dead.
neutral,@dhsmith I'm not comfortable with this announcement.
neutral,Went to sleep and there is a power cut in Noida  Power back up not working too
neutral,@RhChestnut .. Guess ol' Tom has another mission impossible ... some of this is like trying to prove innocence .. I didn't get hugged
neutral,"@lisamh77 Concord &amp; Irvine, CA only. That's it for '09."
neutral,I'm at work and I'm still sick and I'm really pissed off about Sunday!!!
neutral,Waiting for Raimi's new horror flick Drag Me To Hell. I'm really excited for this! Too bad it's not in #amcmain in KC
neutral,Daughter has a 45 min orthodontist appt and I forgot my ebook reader
neutral,@dash_cunning I gotta go to my cousin's grad party
neutral,Why do so many ppl on 12 mile have ashy elbows???
neutral,@jsaladino why you come down in sept? that's when i start school
neutral,Oh why do I keep stumbling about deathfic WITHOUT WARNINGS. do not want
neutral,dude I have 2 more hours  and I'm all done with my work
neutral,"@drsketchyphilly alas, I am moving   (like where i'm moving too, but the actual moving, ugh) wish I could go too!"
neutral,been driving for 3 hours...very carsick
neutral,@Bob121378 everything okay?
neutral,@AnAmusedFrog you know the .nds torrent file for it? and i am guessing u have gh:mettallica? christine brought it today for the ps3
neutral,Just finished lunch...Subway Eat Fresh.......now gotta go back to work
neutral,"@MissLordy If u don't win u can always roll on my pass lol, I don't have anyone to take"
neutral,4 days of a whole lot of nothing...
neutral,i have perused the #fieldnotes website and it is good.  too bad i must return to work
neutral,I want someone to come over so i can take pictures but no one can
neutral,@itssmarieeee haha i see im so bored rite now.. it seems like everyone is headin to vegas this weekend
neutral,I gave up on tumblr because the API isn't pointing to the private account
neutral,"I got to feel the belly, but not the baby."
neutral,Hey u forgot me!
neutral,@SQLSarg sorry about that
neutral,"Have to leave to meet @boriori now. I'm looking forward to seeing him, but I'm so not done what I wanted to. Boo-urns. Wish I was @ work."
neutral,@TRcatanese tx me i have a new fone and i dont have anyones numbers
neutral,i wish i was at the beach already
neutral,Headache
neutral,@Puddynface2 Don't know yet  Lemme know if you come up with something though.
neutral,@Frankmans: and this year I have summer school.
neutral,"looking for my dog, she escaped"
neutral,@roboreese Hulu no work in Canada
neutral,Is Google Maps not working for anyone else?
neutral,God i'm so sleepy today I can barely focus
neutral,"@SteamPowered damn, so many good deals...you guys have a conspiracy to steal all my money"
neutral,@scifisamurai selfupdate and clean ruby fixed that part but now its failing on rb-rubygems
neutral,i hate parents
neutral,didn't know the statue in the Venetian was a real man and screamed so loud everyone laughed
neutral,"@LizzieGrubman have a great time in the Hamptons. Hope it's for some relaxation, not for work"
neutral,"@Imagelimited http://79.170.44.101/buma.ro/ temporary address not working either, m8. They must have done something to the domain"
neutral,@famouslyalone Me too!    need some tour dates stat!
neutral,@Thorney88 oh and i feel for you getting up at such an unearthly hour
neutral,@allahpundit never a relaxing weekend for the allahpundit
neutral,still on the train goin 2 the southside!
neutral,trying to plan a huge birthday party by myself
neutral,Shoe shopping but out of luck. They don't have a size 5 in anything I want!
neutral,@Nichola_Abdo it was
neutral,"May have to work Saturday   I want to just rewrite it properly over the weekend, but bosses may say just get it working now."
neutral,@AboutVetMed
neutral,@mj12982  &quot
neutral,@rdmagnum guess Ill drive it back nine hours
neutral,Taking care of yucky stuff.
neutral,"something outside has a bell  and i wont stop ringing, i think its children with bikes  the asbos"
neutral,no internet for a week or longer
neutral,Dreambears were crap compared to their wicked audition
neutral,back from lunch and I just remembered I have to join the daily recap with JB
neutral,"Ok, i've eaten some food and now bored to death in my room. Seriously, there is nothing to do. Guitar been taken to the venue!"
neutral,is coming back to Ruston tomorrow
